Secuencial;Fecha de Análisis;Departamento;Municipio;Cultivo;Estado;Tiempo de establecimiento;Topografia;Drenaje;Riego;Fertilizantes aplicados;pH agua:suelo;Materia organica;Fósforo Bray II;Azufre Fosfato monocalcico;Acidez Intercambiable;Aluminio intercambiable;Calcio intercambiable;Magnesio intercambiable;Potasio intercambiable;Sodio intercambiable;capacidad de intercambio cationico;Conductividad electrica;Hierro disponible olsen;Cobre disponible;Manganeso disponible Olsen;Zinc disponible Olsen;Boro disponible;Hierro disponible doble acido;Cobre disponible doble acido;Manganeso disponible doble acido;Zinc disponible doble  acido
34.028;6/01/2016;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (18-18-18);5.27;3.180;5.538;3.602;0.433;0.219;10.35;1.031;0.318;0.418;12.55;0.205;302.4;1.75;8.036;1.228;0.084;ND;ND;ND;ND
34.029;6/01/2016;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (18-18-18);4.769;5.286;11.16;5.680;3.767;2.934;4.946;1.066;0.987;0.444;11.21;0.238;914.1;1.726;13.74;1.96;0.150;ND;ND;ND;ND
34.031;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;NO;4.66;3.391;5.404;3.731;3.449;2.686;3.909;0.696;0.292;0.466;8.815;0.246;541.6;1.763;12.38;1.395;0.172;ND;ND;ND;ND
34.033;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI;4.67;4.128;4.397;3.991;4.182;3.355;5.928;1.509;0.358;0.415;12.39;0.240;641.5;2.147;9.310;2.272;0.128;ND;ND;ND;ND
34.034;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;SI (10-20-20);4.889;3.601;4.323;4.771;3.632;2.657;6.336;1.097;0.534;0.388;11.99;0.179;658.9;1.85;10.19;2.133;0.172;ND;ND;ND;ND
34.039;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI (10-12-24);4.46;7.498;<3.87;3.602;4.760;3.900;1.694;0.674;0.386;0.415;7.930;0.219;509.2;1.205;1.981;< 1.0;0.062;ND;ND;ND;ND
34.041;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (10-20-10);4.900;3.864;<3.87;7.628;3.266;2.619;3.717;0.881;0.625;0.377;8.868;0.175;499.6;1.333;2.518;1.521;0.658;ND;ND;ND;ND
34.042;6/01/2016;SANTANDER;BARBOSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.860;5.523;<3.87;3.602;2.813;1.969;2.193;0.732;0.407;0.355;6.503;0.185;607.7;1.187;3.559;< 1.0;0.062;ND;ND;ND;ND
34.046;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;NO;5.07;6.445;<3.87;3.602;0.867;0.516;10.09;1.816;0.369;0.361;13.50;0.304;531.7;2.194;9.682;1.507;0.106;ND;ND;ND;ND
34.047;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (18-18-18);6.74;6.813;18.36;9.317;ND;ND;25.08;3.286;0.508;0.654;29.52;0.364;33.93;< 1.0;7.381;< 1.0;0.283;ND;ND;ND;ND
34.048;6/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.05;10.18;6.338;8.668;2.418;1.720;5.418;1.346;0.568;0.589;10.34;0.317;314.9;1.655;3.050;1.467;0.062;ND;ND;ND;ND
34.049;6/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.59;3.759;13.08;4.121;4.991;4.043;1.706;0.571;0.330;0.358;7.958;0.213;332.3;1.211;2.227;< 1.0;0.084;ND;ND;ND;ND
34.051;6/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.019;2.917;<3.87;11.91;2.755;2.265;1.337;0.557;0.321;0.258;5.230;0.162;360.2;< 1.0;< 1.0;< 1.0;0.172;ND;ND;ND;ND
34.053;6/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.29;4.733;8.664;9.317;1.088;0.630;6.521;0.742;0.263;0.308;8.924;0.271;220.1;1.502;3.765;< 1.0;0.062;ND;ND;ND;ND
34.054;6/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.309;8.603;12.57;11.65;3.054;2.189;1.489;0.608;0.378;0.329;5.861;0.667;391.3;1.444;1.957;1.145;0.194;ND;ND;ND;ND
34.056;6/01/2016;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (18-18-18);4.67;5.707;<3.87;3.991;3.652;2.714;1.778;0.519;0.293;0.367;6.611;0.206;501.1;1.096;1.476;< 1.0;0.084;ND;ND;ND;ND
34.057;6/01/2016;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (18-18-18);5.45;6.023;65.53;3.861;0.414;0.191;12.35;2.352;1.895;0.439;17.45;0.264;760.9;2.187;16.22;3.713;0.084;ND;ND;ND;ND
34.058;6/01/2016;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;SI (18-18-18);4.67;5.339;<3.87;3.602;5.155;4.033;4.861;1.273;0.540;0.392;12.22;0.245;910.8;1.593;5.009;1.637;0.062;ND;ND;ND;ND
34.059;6/01/2016;BOYACÁ;MONIQUIRÁ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (18-18-18);4.92;3.917;7.390;4.381;3.093;2.332;6.681;1.451;0.556;0.310;12.09;0.218;624.2;1.827;11.17;2.048;0.128;ND;ND;ND;ND
34.354;25/01/2016;SANTANDER;VÉLEZ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.37;7.076;26.07;14.92;ND;ND;35.83;0.761;0.351;0.180;37.12;0.498;52.92;7.218;3.282;57.58;0.464;ND;ND;ND;ND
34.355;25/01/2016;SANTANDER;VÉLEZ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;5.39;5.660;11.89;5.165;0.188;0;19.00;0.582;0.283;0.110;20.16;0.207;558.4;9.862;8.068;39.22;0.314;ND;ND;ND;ND
34.358;25/01/2016;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;SI (15-15-15);4.88;4.637;10.29;6.985;4.507;4.097;3.388;0.421;0.199;0.191;8.709;0.216;715.8;1.758;10.80;3.115;0.250;ND;ND;ND;ND
34.360;25/01/2016;BOYACÁ;SAN JOSÉ DE PARE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI (18-18-18);4.360;3.904;15.31;4.338;6.166;5.783;1.090;0.223;0.118;0.080;7.679;0.426;1095.;1.722;9.587;3.408;0.165;ND;ND;ND;ND
34.361;25/01/2016;SANTANDER;VÉLEZ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;6;6.881;10.46;17.24;ND;ND;33.60;0.757;0.295;0.235;34.89;0.313;94.75;5.777;6.848;128.3;0.293;ND;ND;ND;ND
34.447;25/01/2016;SANTANDER;VÉLEZ;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;NO;6.95;6.826;16.03;20.71;ND;ND;8.895;2.432;0.382;0.237;11.94;0.480;68.79;1.390;3.068;2.008;0.529;ND;ND;ND;ND
34.448;25/01/2016;SANTANDER;VÉLEZ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;5.41;4.243;34.41;6.819;0.258;0.106;15.91;0.515;0.231;0.133;17.05;0.719;565.7;19.04;6.017;122.2;0.122;ND;ND;ND;ND
34.449;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;5.24;3.660;10.74;3.841;0.556;0.330;5.179;0.467;0.174;0.229;6.606;0.250;100.7;1.615;30.66;2.702;0.314;ND;ND;ND;ND
34.450;25/01/2016;SANTANDER;VÉLEZ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.21;7.027;9.919;8.639;6.851;6.231;3.994;1.355;0.387;0.150;12.73;0.209;2259.;3.804;10.68;5.140;0.293;ND;ND;ND;ND
34.451;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.41;3.247;8.435;5.676;0.221;0.106;8.837;2.768;0.241;0.141;12.21;0.424;393.9;3.679;3.55;4.525;0.098;ND;ND;ND;ND
34.452;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No Tiene;NO;6.72;5.457;49.45;5.676;ND;ND;36.84;1.269;0.344;0.429;38.89;0.791;50.83;< 1.0;2.147;3.51;0.120;ND;ND;ND;ND
34.453;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.46;2.959;5.064;3.207;0;0;10.34;0.306;0.147;0.140;10.93;0.152;384.7;10.90;5.269;25.63;0.054;ND;ND;ND;ND
34.454;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;No indica;Ondulado;Regular drenaje;No Tiene;NO;6.96;8.561;92.63;9.626;ND;ND;43.67;1.139;0.476;0.800;46.09;0.676;26.09;1.462;1.889;11.64;0.340;ND;ND;ND;ND
34.455;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.77;4.232;19.75;21.72;ND;ND;21.75;1.256;0.097;0.292;23.40;0.706;59.95;3.225;2.084;4.338;0.120;ND;ND;ND;ND
34.456;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.11;4.376;71.90;5.306;ND;ND;18.28;1.919;0.353;0.099;20.66;0.581;45.40;2.200;< 1.0;13.12;0.494;ND;ND;ND;ND
34.457;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No indica;No indica;5.81;2.094;21.79;4.195;ND;ND;8.174;1.561;0.344;0.263;10.34;0.431;199.5;1.819;2.363;7.934;0.054;ND;ND;ND;ND
34.458;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;6.43;8.128;244.5;9.996;ND;ND;27.06;1.794;0.648;0.087;29.59;0.736;89.19;1.954;1.411;6.875;0.406;ND;ND;ND;ND
34.459;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.17;2.671;8.700;3.330;ND;ND;8.255;1.197;0.163;0.145;9.762;0.364;252.9;3.758;5.198;< 1.0;0.054;ND;ND;ND;ND
34.460;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;7.79;5.121;168.3;3.824;ND;ND;49.10;1.155;0.366;0.164;50.79;0.574;24.35;1.905;1.549;6.070;0.098;ND;ND;ND;ND
34.461;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;4.93;2.887;9.050;6.663;3.314;2.885;5.364;0.903;0.246;0.217;10.04;0.243;688.7;2.958;3.266;4.934;0.076;ND;ND;ND;ND
34.462;21/01/2016;CUNDINAMARCA;LA PEÑA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;NO;8.11;3.535;8.938;6.046;ND;ND;58.61;0.702;0.271;0.183;59.77;0.782;11.98;2.291;1.768;2.66;0.142;ND;ND;ND;ND
34.463;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.25;5.337;110.0;12.71;ND;ND;20.71;1.067;0.199;0.153;22.13;0.626;62.18;5.634;1.522;28.86;0.208;ND;ND;ND;ND
34.464;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No indica;No indica;6.28;2.767;24.22;7.651;ND;ND;19.05;1.406;0.163;0.282;20.90;0.905;58.47;2.056;2.272;4.488;0.252;ND;ND;ND;ND
34.465;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;No indica;Pendiente;Mal drenaje;No Tiene;NO;8.119;5.866;11.48;7.404;ND;ND;42.42;0.819;0.251;0.054;43.54;0.916;29.07;1.592;1.447;4.219;0.186;ND;ND;ND;ND
34.466;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;8;6.687;26.71;6.540;ND;ND;40.10;0.568;0.244;0.086;41.00;0.905;27.90;2.721;1.277;7.314;0.318;ND;ND;ND;ND
34.467;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.28;3.103;9.400;8.391;0.674;0.505;9.128;0.940;0.237;0.175;11.15;0.429;629.9;5.258;7.396;12.62;0.164;ND;ND;ND;ND
34.468;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Mal drenaje;No Tiene;NO;5.13;2.551;6.407;8.515;0.896;0.689;5.259;2.683;0.336;0.070;9.245;0.320;420.2;1.762;9;3.179;0.296;ND;ND;ND;ND
34.469;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.37;4.045;135.7;6.170;0.221;0.087;14.26;1.876;0.507;0.148;17.02;0.323;687.3;6.316;4.097;11.78;0.230;ND;ND;ND;ND
34.470;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No indica;No indica;5.79;4.424;10.43;4.195;ND;ND;10.05;2.854;0.399;0.064;13.37;0.602;362.2;2.585;9.044;11.42;0.054;ND;ND;ND;ND
34.471;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.65;3.704;7.945;46.89;ND;ND;29.05;1.102;0.154;0.130;30.44;1.546;153.3;5.732;2.482;14.74;0.164;ND;ND;ND;ND
34.472;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Plano;Buen drenaje;No indica;No indica;8.02;5.582;7.931;7.651;ND;ND;40.54;1.113;0.184;0.102;41.94;0.963;17.22;1.897;2.63;10.11;0.274;ND;ND;ND;ND
34.473;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Plano;Buen drenaje;No indica;No indica;7.95;4.822;<3.87;35.17;ND;ND;41.73;1.318;0.131;0.225;43.40;1.833;10.46;2.762;1.260;7.315;0.230;ND;ND;ND;ND
34.474;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;5.51;3.343;99.20;3.701;ND;ND;6.973;0.853;0.189;0.113;8.129;0.516;831.7;2.238;5.288;5.460;0.076;ND;ND;ND;ND
34.475;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.48;2.791;47.63;5.429;0;0;8.507;1.579;0.664;0.198;10.94;0.335;676.6;6.215;1.933;12.17;0.054;ND;ND;ND;ND
34.476;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;6.06;2.238;56.68;6.170;ND;ND;10.68;1.678;0.153;0.099;12.61;0.281;253.4;4.903;1.214;11.93;0.076;ND;ND;ND;ND
34.477;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.16;6.111;5.567;3.824;ND;ND;50.63;1.147;0.441;0.732;52.95;0.807;15.87;2.173;1.426;6.982;0.208;ND;ND;ND;ND
34.478;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.88;2.046;45.66;4.565;ND;ND;10.07;1.455;0.144;0.097;11.77;0.260;420.0;4.272;1.736;11.16;0.054;ND;ND;ND;ND
34.479;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;De 5 a 10 años;Ondulado;Buen drenaje;No Tiene;NO;4.58;10.52;26.28;9.749;2.775;2.302;3.444;2.048;0.698;0.116;9.084;1.368;371.1;1.223;5.293;2.892;0.120;ND;ND;ND;ND
34.480;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;6.17;3.463;7.526;3.824;ND;ND;18.41;2.317;0.341;0.146;21.22;0.540;287.6;3.508;7.586;6.615;0.076;ND;ND;ND;ND
34.481;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 1 a 5 años;Pendiente;Buen drenaje;No Tiene;Ninguno;5.78;2.430;5.344;4.195;ND;ND;10.62;0.993;0.144;0.102;11.86;0.257;257.1;4.226;3.648;1.552;0.076;ND;ND;ND;ND
34.482;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;6.96;4.064;51.38;8.145;ND;ND;34.81;1.662;0.438;0.133;37.05;0.655;43.35;2.359;2.036;12.38;0.186;ND;ND;ND;ND
34.483;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.57;1.493;<3.87;13.94;ND;ND;52.69;2.229;0.125;0.360;55.41;0.651;5.354;6.716;3.125;13.76;0.208;ND;ND;ND;ND
34.484;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Buen drenaje;No indica;No indica;7.57;1.902;48.54;8.391;ND;ND;24.87;1.524;0.320;0.826;27.54;0.570;66.04;2.415;1.547;4.062;0.164;ND;ND;ND;ND
34.485;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.17;4.136;17.16;4.812;ND;ND;43.97;0.544;0.221;0.107;44.84;0.624;18.29;3.605;2.624;10.09;0.340;ND;ND;ND;ND
34.486;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;7.97;4.785;60.89;8.762;ND;ND;45.12;2.082;1.120;0.208;48.53;0.767;25.54;2.513;1.938;6.165;0.450;ND;ND;ND;ND
34.496;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Mal drenaje;No indica;No indica;5.47;3.872;19.90;7.898;0;0;11.34;1.604;0.304;0.453;13.70;0.709;500.6;3.373;2.464;8.914;0.142;ND;ND;ND;ND
34.506;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;No indica;Ondulado;Regular drenaje;No Tiene;NO;8.09;4.544;7.777;8.391;ND;ND;49.32;0.873;0.281;0.130;50.60;0.665;31.38;2.551;2.338;5.192;0.186;ND;ND;ND;ND
34.507;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Pendiente;Regular drenaje;No Tiene;NO;6.42;4.184;586.0;6.416;ND;ND;15.41;1.445;0.627;0.080;17.57;0.399;590.5;6.696;3.179;28.03;0.142;ND;ND;ND;ND
34.508;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.02;2.166;20.21;76.49;ND;ND;33.15;1.288;0.133;0.276;34.85;1.952;69.72;4.645;2.924;17.90;0.164;ND;ND;ND;ND
34.509;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;7.19;3.343;98.67;6.663;ND;ND;20.09;0.997;0.176;0.094;21.36;0.392;79.24;1.782;1.945;2.422;0.208;ND;ND;ND;ND
34.510;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;No indica;No indica;No indica;8.17;5.198;7.581;4.565;ND;ND;40.50;0.691;0.153;0.062;41.41;0.695;32.65;2.193;1.085;10.26;0.252;ND;ND;ND;ND
34.511;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Regular drenaje;No Tiene;NO;5.53;3.944;4.127;4.441;ND;ND;7.559;2.716;0.213;0.120;10.60;0.430;272.0;2.650;19.64;6.150;0.076;ND;ND;ND;ND
34.512;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;7.38;1.998;153.3;3.577;ND;ND;34.54;0.537;0.155;0.061;35.29;0.303;218.9;8.167;< 1.0;14.09;0.054;ND;ND;ND;ND
34.514;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;De 5 a 10 años;Pendiente;Buen drenaje;No Tiene;Ninguno;8.449;2.671;8.113;5.552;ND;ND;44.65;0.786;0.111;0.097;45.65;0.633;10.05;4.762;< 1.0;37.77;0.076;ND;ND;ND;ND
34.516;25/01/2016;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;SI;4.87;3.220;23.22;4.503;1.648;1.589;6.749;0.884;0.193;0.095;9.570;0.277;872.8;1.588;14.86;1.904;0.272;ND;ND;ND;ND
34.517;25/01/2016;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.88;3.803;5.090;27.66;ND;ND;31.60;1.304;0.103;0.050;33.06;0.822;45.79;2.374;4.104;11.17;0.314;ND;ND;ND;ND
34.519;25/01/2016;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.53;3.465;40.30;5;3.673;3.265;2.277;0.404;0.175;0.080;6.612;0.227;1028.;1.248;6.995;1.244;0.165;ND;ND;ND;ND
34.520;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.04;4.808;11.37;5.165;2.214;1.856;8.734;1.258;0.738;0.031;12.97;0.321;958.1;3.285;2.942;10.58;0.229;ND;ND;ND;ND
34.523;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI (15-15-15);4.71;7.809;8.223;5.330;3.465;3.243;1.329;0.308;0.173;0.030;5.307;0.479;780.3;1.49;4.351;1.159;0.250;ND;ND;ND;ND
34.527;25/01/2016;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;4.53;3.758;14.91;6.819;4.190;3.756;3.475;0.693;0.250;0.201;8.811;0.319;1477.;2.301;8.426;4.889;0.229;ND;ND;ND;ND
34.529;25/01/2016;VALLE DEL CAUCA;SAN PEDRO;Caña Panelera;Establecido;No indica;Plano;Buen drenaje;No indica;UREA-KCL-DAP-COSMO R;7.06;3.588;10.29;2.670;ND;ND;19.32;12.87;0.212;0.936;33.34;0.294;5.973;1.681;< 1.0;< 1.0;0.244;ND;ND;ND;ND
34.538;25/01/2016;SANTANDER;CHIPATÁ;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;7.4;8.395;32.51;14.92;ND;ND;21.02;1.645;0.397;0.200;23.27;0.275;36.54;3.628;2.844;3.679;0.379;ND;ND;ND;ND
34.539;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;6.01;5.708;20.01;5.992;ND;ND;14.20;0.947;0.175;0.073;15.40;0.356;87.07;1.179;11.87;1.625;0.143;ND;ND;ND;ND
34.540;25/01/2016;BOYACÁ;CHITARAQUE;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI (15-15-15);4.690;6.151;8.345;6.488;2.581;2.336;2.855;0.806;0.224;0.254;6.722;0.951;< 5.0;1.927;17.36;2.126;0.165;ND;ND;ND;ND
34.542;25/01/2016;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;5.53;3.025;7.125;4.503;ND;ND;9.800;1.302;0.193;0.046;11.34;0.211;764.7;1.328;3.575;< 1.0;0.272;ND;ND;ND;ND
34.543;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Pendiente;No indica;No Tiene;NO;4.91;2.830;5.415;3.676;2.661;2.219;4.963;1.695;0.291;0.521;10.13;0.208;555.9;2.766;11.78;3.814;0.165;ND;ND;ND;ND
34.544;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;NO;5.9;6.734;7.233;3.676;ND;ND;20.42;1.577;0.454;0.170;22.63;0.255;420.0;2.235;2.48;1.746;0.229;ND;ND;ND;ND
34.545;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;No indica;Ondulado;Buen drenaje;No indica;No indica;8.369;4.184;9.959;5.923;ND;ND;42.79;1.216;0.196;0.087;44.29;0.711;14.37;1.774;< 1.0;3.017;0.362;ND;ND;ND;ND
34.546;21/01/2016;CUNDINAMARCA;VILLETA;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No indica;No indica;6.01;2.406;10.99;5.799;ND;ND;11.25;2.419;0.269;0.084;14.02;0.324;400.0;4.560;4.577;14.10;0.054;ND;ND;ND;ND
34.547;21/01/2016;CUNDINAMARCA;CAPARRAPÍ;Caña Panelera;Establecido;Mas de 10 años;Ondulado;Buen drenaje;No Tiene;NO;5.37;18.27;8.770;6.416;0.597;0.485;8.968;1.837;0.504;0.143;12.05;0.728;104.8;< 1.0;1.911;1.456;0.296;ND;ND;ND;ND
34.550;25/01/2016;SANTANDER;GÜEPSA;Caña Panelera;Establecido;No indica;Ondulado;No indica;No Tiene;SI;8.050;3.489;6.758;4.338;ND;ND;39.32;0.609;0.275;0.209;40.42;0.614;23.60;< 1.0;2.485;< 1.0;0.272;ND;ND;ND;ND
34.551;25/01/2016;BOYACÁ;SANTANA;Caña Panelera;Establecido;No indica;Plano;No indica;No Tiene;NO;4.57;5.171;8.657;4.669;3.842;3.468;1.435;0.222;0.165;0.069;5.736;0.246;837.1;1.549;1.935;< 1.0;0.165;ND;ND;ND;ND
